activity_id,user_id,department,user_role,system_name,privileged_access,successful_logins,failed_logins,after_hours_events,sensitive_records_accessed,distinct_locations,primary_country,activity_timestamp,synthetic_anomaly_label
A011313,U0381,Information Technology,Standard User,DATA-WAREHOUSE,0,7,1,0,220,1,United Kingdom,2026-06-11T22:37,0
A011314,U0030,Customer Support,Support Agent,DATA-WAREHOUSE,0,6,0,1,69,1,Sri Lanka,2026-07-05T10:54,0
A011315,U0609,Procurement,Standard User,DEVOPS,0,6,1,0,51,2,India,2026-08-15T17:03,0
A011316,U0253,Information Technology,Support Agent,CUSTOMER-PORTAL,0,16,0,0,30,1,Sri Lanka,2026-07-13T19:37,0
A011317,U0012,Sales,Finance Analyst,FILE-SHARE,0,11,1,0,42,8,United States,2026-08-17T04:15,1
A011318,U0145,Legal,Standard User,DEVOPS,0,9,2,0,216,1,United States,2026-07-22T22:26,0
A011319,U0316,Human Resources,Support Agent,EMAIL,0,33,1,1,114,1,United States,2026-07-31T22:27,0
A011320,U0389,Human Resources,Contractor,CUSTOMER-PORTAL,0,1,4,1,121,2,Sri Lanka,2026-08-17T00:30,0
A011321,U0260,Information Technology,Support Agent,FILE-SHARE,0,11,0,0,20,1,Sri Lanka,2026-06-13T06:50,0
A011322,U0788,Legal,Finance Analyst,DATA-WAREHOUSE,0,19,6,0,54,1,Sri Lanka,2026-07-28T06:10,0
A011323,U0705,Information Technology,Database Administrator,DATA-WAREHOUSE,1,1,4,0,92,1,United States,2026-06-14T00:15,0
A011324,U0305,Sales,Standard User,ERP-PROD,0,26,0,21,57,1,Sri Lanka,2026-08-18T01:16,1
A011325,U0687,Legal,Standard User,PAYMENTS,0,12,1,2,1413,1,Germany,2026-08-23T22:13,0
A011326,U0336,Procurement,Support Agent,DEVOPS,0,7,2,0,302,1,Singapore,2026-08-02T10:21,0
A011327,U0081,Finance,Standard User,CUSTOMER-PORTAL,0,21,1,0,13,1,Sri Lanka,2026-07-17T04:04,0
A011328,U0460,Operations,Standard User,ERP-PROD,0,8,1,0,89,1,Sri Lanka,2026-07-06T09:57,0
A011329,U0689,Information Technology,Standard User,DATA-WAREHOUSE,0,21,0,0,44,1,Sri Lanka,2026-06-06T04:09,0
A011330,U0859,Information Technology,Standard User,HRIS,0,3,0,1,35,1,Sri Lanka,2026-06-07T03:24,0
A011331,U0780,Finance,Standard User,DEVOPS,0,8,0,1,80,1,Sri Lanka,2026-07-07T04:25,0
A011332,U0489,Finance,Developer,DATA-WAREHOUSE,0,6,0,0,41,1,Sri Lanka,2026-08-01T19:35,0
A011333,U0606,Information Technology,Standard User,EMAIL,0,21,0,1,52,2,Sri Lanka,2026-07-29T03:47,0
A011334,U0208,Operations,Finance Analyst,ERP-PROD,0,25,0,2,30,1,Sri Lanka,2026-06-21T10:32,0
A011335,U0268,Operations,HR Specialist,DEVOPS,0,12,1,1,126,1,Sri Lanka,2026-07-15T21:40,0
A011336,U0129,Human Resources,Contractor,PAYMENTS,0,15,1,0,27,1,Sri Lanka,2026-08-13T18:15,0
A011337,U0830,Operations,Finance Analyst,CUSTOMER-PORTAL,0,5,0,2,96,1,Sri Lanka,2026-07-13T16:45,0
A011338,U0734,Information Technology,HR Specialist,CRM-CLOUD,0,16,1,0,203,2,India,2026-07-10T12:36,0
A011339,U0197,Information Technology,Database Administrator,DEVOPS,1,3,5,1,221,1,Sri Lanka,2026-08-05T11:29,0
A011340,U0555,Human Resources,Standard User,PAYMENTS,0,7,4,0,101,2,Sri Lanka,2026-07-02T23:08,0
A011341,U0265,Information Technology,Finance Analyst,CRM-CLOUD,0,8,0,0,20,1,Sri Lanka,2026-07-17T18:00,0
A011342,U0464,Procurement,Finance Analyst,FILE-SHARE,0,2,2,2,33,1,Singapore,2026-07-04T13:49,0
A011343,U0383,Customer Support,Standard User,CUSTOMER-PORTAL,0,27,3,0,120,2,Sri Lanka,2026-08-27T15:22,0
A011344,U0854,Human Resources,Standard User,DATA-WAREHOUSE,0,13,1,0,173,3,Singapore,2026-08-09T11:51,0
A011345,U0771,Operations,Standard User,ERP-PROD,0,14,2,1,269,1,Sri Lanka,2026-07-28T20:23,0
A011346,U0310,Procurement,Standard User,ERP-PROD,0,7,4,0,61,1,Sri Lanka,2026-06-27T08:01,0
A011347,U0495,Legal,Developer,DEVOPS,0,6,1,0,84,1,Sri Lanka,2026-06-14T02:05,0
A011348,U0425,Procurement,Standard User,DEVOPS,0,22,3,2,108,1,Sri Lanka,2026-08-03T11:43,0
A011349,U0770,Procurement,Database Administrator,DEVOPS,1,4,0,1,29,1,United States,2026-08-20T09:38,0
A011350,U0538,Procurement,Developer,PAYMENTS,0,22,0,0,293,1,Singapore,2026-06-14T00:52,0
A011351,U0455,Human Resources,Support Agent,DATA-WAREHOUSE,0,4,1,1,218,1,Sri Lanka,2026-07-26T22:53,0
A011352,U0453,Human Resources,Developer,DEVOPS,0,10,0,1,39,1,Sri Lanka,2026-08-21T22:26,0
A011353,U0183,Procurement,Contractor,CRM-CLOUD,0,14,2,2,231,1,Sri Lanka,2026-08-23T15:01,0
A011354,U0313,Sales,Support Agent,HRIS,0,1,1,1,25,1,India,2026-06-09T14:50,0
A011355,U0114,Legal,Standard User,EMAIL,0,1,1,1,27,2,Sri Lanka,2026-08-19T03:08,0
A011356,U0145,Customer Support,Finance Analyst,PAYMENTS,0,18,1,0,38,1,Sri Lanka,2026-07-19T13:18,0
A011357,U0373,Operations,Support Agent,DEVOPS,0,19,2,1,61,1,Sri Lanka,2026-07-17T03:12,0
A011358,U0650,Customer Support,System Administrator,DATA-WAREHOUSE,1,18,4,1,103,1,Germany,2026-06-18T05:19,0
A011359,U0754,Customer Support,Developer,DEVOPS,0,16,1,0,40,1,Sri Lanka,2026-08-24T02:11,0
A011360,U0109,Sales,Support Agent,CUSTOMER-PORTAL,0,9,3,0,36,1,Sri Lanka,2026-07-04T21:16,0
A011361,U0196,Information Technology,Standard User,ERP-PROD,0,17,0,2,208,1,Sri Lanka,2026-07-27T14:39,0
A011362,U0684,Finance,System Administrator,ERP-PROD,1,19,1,0,20,2,Sri Lanka,2026-08-27T02:14,0
A011363,U0565,Sales,Developer,HRIS,0,4,2,1,34,1,Sri Lanka,2026-07-23T13:22,0
A011364,U0207,Procurement,Support Agent,DEVOPS,0,17,0,0,23,1,Sri Lanka,2026-08-13T07:58,0
A011365,U0872,Legal,Developer,HRIS,0,19,2,2,25,2,United Kingdom,2026-08-20T06:33,0
A011366,U0730,Procurement,Finance Analyst,HRIS,0,1,0,0,48,1,Sri Lanka,2026-06-22T20:06,0
A011367,U0240,Customer Support,HR Specialist,PAYMENTS,0,15,1,1,209,1,United Kingdom,2026-06-16T22:31,0
A011368,U0685,Information Technology,Standard User,PAYMENTS,0,9,0,0,1027,1,Sri Lanka,2026-08-02T13:49,0
A011369,U0122,Customer Support,Support Agent,ERP-PROD,0,20,1,1,146,3,Sri Lanka,2026-07-28T09:54,0
A011370,U0078,Customer Support,Support Agent,DATA-WAREHOUSE,0,18,1,0,24,1,Sri Lanka,2026-07-06T18:24,0
A011371,U0525,Sales,Finance Analyst,CRM-CLOUD,0,11,5,1,125,3,United Kingdom,2026-06-18T13:16,0
A011372,U0460,Sales,HR Specialist,FILE-SHARE,0,25,1,4,18,1,Sri Lanka,2026-08-07T18:47,0
A011373,U0674,Legal,Developer,DATA-WAREHOUSE,0,12,2,1,74,1,Sri Lanka,2026-07-31T13:21,0
A011374,U0600,Finance,Support Agent,DATA-WAREHOUSE,0,13,1,0,137,2,Sri Lanka,2026-06-09T16:51,0
A011375,U0283,Finance,Standard User,CUSTOMER-PORTAL,0,2,1,1,145,1,Singapore,2026-06-12T07:20,0
A011376,U0093,Information Technology,Standard User,DATA-WAREHOUSE,0,12,1,0,36,1,Sri Lanka,2026-07-28T18:34,0
A011377,U0674,Legal,Standard User,FILE-SHARE,0,1,1,1,44,1,Sri Lanka,2026-08-28T18:29,0
A011378,U0218,Information Technology,Developer,ERP-PROD,1,18,2,0,381,1,Sri Lanka,2026-08-11T04:48,0
A011379,U0320,Human Resources,Developer,ERP-PROD,0,14,1,1,96,2,Sri Lanka,2026-08-22T00:35,0
A011380,U0230,Procurement,System Administrator,DEVOPS,1,1,1,0,95,1,India,2026-06-10T01:34,0
A011381,U0220,Legal,Standard User,FILE-SHARE,0,21,1,0,135,1,Sri Lanka,2026-06-12T05:35,0
A011382,U0053,Finance,Standard User,CRM-CLOUD,0,9,1,0,190,1,Sri Lanka,2026-08-18T16:08,0
A011383,U0684,Operations,Contractor,PAYMENTS,0,20,1,1,102,1,India,2026-08-16T21:30,0
A011384,U0251,Operations,HR Specialist,PAYMENTS,0,10,3,0,329,1,United Kingdom,2026-06-27T03:03,0
A011385,U0054,Sales,HR Specialist,FILE-SHARE,0,23,1,2,92,1,United Kingdom,2026-08-04T19:35,0
A011386,U0580,Customer Support,Support Agent,PAYMENTS,0,8,2,1,71,2,Sri Lanka,2026-08-04T18:48,0
A011387,U0353,Operations,Support Agent,HRIS,0,2,1,0,265,1,Sri Lanka,2026-06-30T03:24,0
A011388,U0515,Information Technology,Standard User,HRIS,0,10,1,0,45,1,Sri Lanka,2026-07-24T19:19,0
A011389,U0384,Operations,Support Agent,PAYMENTS,0,1,1,1,86,1,Sri Lanka,2026-06-20T06:50,0
A011390,U0200,Legal,Finance Analyst,FILE-SHARE,0,12,1,0,177,3,India,2026-08-04T06:16,0
A011391,U0007,Information Technology,Finance Analyst,CUSTOMER-PORTAL,0,17,3,0,110,1,United Kingdom,2026-08-06T23:58,0
A011392,U0046,Human Resources,Standard User,CRM-CLOUD,0,5,3,2,129,1,Sri Lanka,2026-06-04T03:25,0
A011393,U0484,Finance,Database Administrator,HRIS,1,22,0,0,364,1,Sri Lanka,2026-07-07T07:41,0
A011394,U0874,Legal,System Administrator,CRM-CLOUD,1,10,3,1,279,1,Sri Lanka,2026-06-09T14:43,0
A011395,U0056,Procurement,Standard User,EMAIL,0,16,0,1,162,1,Sri Lanka,2026-07-21T02:08,0
A011396,U0400,Information Technology,System Administrator,CRM-CLOUD,1,6,2,1,22,1,Sri Lanka,2026-06-14T14:47,0
A011397,U0746,Information Technology,Support Agent,FILE-SHARE,0,10,0,0,134,1,Sri Lanka,2026-06-26T12:57,0
A011398,U0741,Legal,Developer,ERP-PROD,0,13,10,2,90,1,Sri Lanka,2026-06-08T17:04,0
A011399,U0674,Finance,Standard User,PAYMENTS,0,9,3,0,58,2,Sri Lanka,2026-08-22T22:59,0
A011400,U0792,Sales,Database Administrator,CUSTOMER-PORTAL,1,14,7,0,300,1,United Kingdom,2026-06-25T12:53,0
A011401,U0561,Sales,Support Agent,ERP-PROD,0,13,0,1,249,1,Germany,2026-08-05T20:43,0
A011402,U0358,Operations,Standard User,DEVOPS,0,12,0,1,259,1,United Kingdom,2026-06-16T11:54,0
A011403,U0131,Information Technology,Standard User,EMAIL,0,10,1,0,138,1,Sri Lanka,2026-06-16T23:29,0
A011404,U0676,Sales,Contractor,CRM-CLOUD,0,6,1,2,144,1,Sri Lanka,2026-08-04T06:48,0
A011405,U0175,Sales,Standard User,ERP-PROD,0,8,1,3,464,1,Sri Lanka,2026-06-28T23:16,0
A011406,U0828,Sales,Standard User,PAYMENTS,0,12,2,0,62,1,Sri Lanka,2026-08-16T06:47,0
A011407,U0810,Procurement,System Administrator,ERP-PROD,1,15,1,0,67,1,Sri Lanka,2026-07-30T18:02,0
A011408,U0290,Finance,Contractor,FILE-SHARE,0,11,1,1,39,1,Sri Lanka,2026-06-09T13:05,0
A011409,U0834,Operations,Developer,PAYMENTS,0,15,1,0,89,1,Sri Lanka,2026-08-02T23:13,0
A011410,U0209,Procurement,HR Specialist,DATA-WAREHOUSE,0,12,2,0,130,1,Sri Lanka,2026-06-18T01:51,0
A011411,U0544,Sales,Standard User,CRM-CLOUD,0,1,1,1,69,1,Sri Lanka,2026-07-03T02:16,0
A011412,U0306,Information Technology,Support Agent,DEVOPS,0,9,9,0,23,1,Sri Lanka,2026-08-08T10:39,0
A011413,U0604,Human Resources,Standard User,DATA-WAREHOUSE,0,14,0,1,356,1,Sri Lanka,2026-06-26T04:50,0
A011414,U0209,Finance,Standard User,FILE-SHARE,0,9,2,0,173,1,Sri Lanka,2026-08-27T06:33,0
A011415,U0159,Information Technology,Support Agent,ERP-PROD,0,5,3,0,28,1,Sri Lanka,2026-08-19T12:08,0
A011416,U0130,Legal,Support Agent,EMAIL,0,14,3,1,122,1,Sri Lanka,2026-07-03T16:50,0
A011417,U0838,Procurement,Developer,ERP-PROD,0,27,1,0,97,1,Germany,2026-08-08T18:48,0
A011418,U0061,Sales,Standard User,HRIS,0,8,3,1,64,3,Sri Lanka,2026-06-30T23:40,0
A011419,U0270,Finance,HR Specialist,DEVOPS,0,15,1,0,77,1,Sri Lanka,2026-08-21T03:05,0
A011420,U0680,Operations,Developer,ERP-PROD,0,3,2,2,194,1,Sri Lanka,2026-08-17T21:06,0
A011421,U0530,Sales,Finance Analyst,ERP-PROD,0,20,2,1,128,1,Sri Lanka,2026-09-01T11:06,0
A011422,U0435,Operations,Support Agent,EMAIL,0,15,4,1,80,1,Sri Lanka,2026-07-07T23:30,0
A011423,U0016,Customer Support,Standard User,EMAIL,0,1,2,0,119,1,Sri Lanka,2026-06-21T09:39,0
A011424,U0765,Human Resources,Support Agent,HRIS,0,1,0,0,21,1,United Kingdom,2026-08-18T01:22,0
A011425,U0154,Sales,Database Administrator,EMAIL,1,15,5,1,78,1,Sri Lanka,2026-07-05T20:41,0
A011426,U0769,Operations,Developer,CRM-CLOUD,0,9,1,0,95,1,Sri Lanka,2026-08-07T17:16,0
A011427,U0306,Operations,Developer,FILE-SHARE,0,11,0,1,132,1,Sri Lanka,2026-06-20T19:30,0
A011428,U0860,Procurement,Developer,PAYMENTS,1,15,0,0,45,1,Sri Lanka,2026-07-06T02:02,0
A011429,U0290,Customer Support,Support Agent,CUSTOMER-PORTAL,0,15,1,1,11,1,Sri Lanka,2026-07-23T00:47,0
A011430,U0317,Finance,System Administrator,CUSTOMER-PORTAL,1,13,2,1,9,2,United States,2026-07-04T06:26,0
A011431,U0268,Customer Support,Standard User,FILE-SHARE,0,8,9,0,34,1,Sri Lanka,2026-08-07T21:23,0
A011432,U0760,Procurement,Contractor,DEVOPS,0,16,0,1,625,1,Sri Lanka,2026-08-07T04:42,0
A011433,U0760,Legal,Standard User,ERP-PROD,0,19,1,1,36,1,Sri Lanka,2026-07-10T15:53,0
A011434,U0760,Sales,Standard User,CUSTOMER-PORTAL,0,7,0,1,62,1,Sri Lanka,2026-06-19T14:57,0
A011435,U0861,Operations,Standard User,ERP-PROD,0,8,2,0,38,1,India,2026-06-23T05:22,0
A011436,U0401,Operations,Standard User,CRM-CLOUD,0,25,1,2,76,2,Sri Lanka,2026-06-07T09:58,0
A011437,U0859,Information Technology,Standard User,ERP-PROD,0,3,0,0,89,1,Sri Lanka,2026-06-14T12:02,0
A011438,U0412,Customer Support,HR Specialist,HRIS,0,12,4,0,69,2,Sri Lanka,2026-08-15T06:08,0
A011439,U0701,Human Resources,Support Agent,FILE-SHARE,0,7,1,1,213,1,Sri Lanka,2026-08-17T07:39,0
A011440,U0098,Sales,Support Agent,DEVOPS,0,22,1,0,16,1,Sri Lanka,2026-06-17T15:26,0
A011441,U0672,Finance,HR Specialist,CUSTOMER-PORTAL,0,17,1,0,123,2,Sri Lanka,2026-07-03T14:27,0
A011442,U0697,Sales,Developer,CUSTOMER-PORTAL,0,20,0,0,22,1,Singapore,2026-07-24T15:31,0
A011443,U0303,Procurement,Support Agent,EMAIL,0,33,3,1,38,1,Singapore,2026-08-28T16:16,0
A011444,U0371,Sales,Standard User,DATA-WAREHOUSE,0,11,4,0,93,1,Sri Lanka,2026-08-18T18:23,0
A011445,U0673,Customer Support,Standard User,ERP-PROD,0,20,2,0,17,1,United States,2026-06-07T10:42,0
A011446,U0484,Legal,Standard User,FILE-SHARE,0,5,1,0,81,1,Sri Lanka,2026-06-08T17:55,0
A011447,U0571,Finance,Developer,FILE-SHARE,0,4,4,1,40,1,Sri Lanka,2026-07-29T19:29,0
A011448,U0728,Sales,Developer,PAYMENTS,0,1,1,0,247,1,Sri Lanka,2026-06-07T19:31,0
A011449,U0556,Sales,Standard User,CRM-CLOUD,0,13,1,1,392,1,Singapore,2026-07-21T12:44,0
A011450,U0246,Operations,HR Specialist,EMAIL,0,16,1,1,293,1,United States,2026-07-21T13:46,0
A011451,U0014,Procurement,Standard User,HRIS,0,7,0,1,97,1,Sri Lanka,2026-06-19T15:36,0
A011452,U0551,Customer Support,Standard User,EMAIL,0,7,0,3,274,1,Sri Lanka,2026-08-31T13:30,0
A011453,U0542,Customer Support,Standard User,PAYMENTS,0,5,1,3,149,1,Sri Lanka,2026-06-24T17:20,0
A011454,U0616,Customer Support,Standard User,CUSTOMER-PORTAL,0,1,1,3,128,3,India,2026-08-28T06:04,0
A011455,U0847,Finance,Standard User,CRM-CLOUD,0,28,2,1,193,1,Sri Lanka,2026-06-26T03:22,0
A011456,U0222,Finance,Standard User,HRIS,0,8,3,1,49,1,Sri Lanka,2026-08-30T09:37,0
A011457,U0072,Sales,Contractor,CUSTOMER-PORTAL,0,9,0,1,38,1,Sri Lanka,2026-08-17T10:17,0
A011458,U0686,Procurement,Support Agent,HRIS,0,14,1,1,187,1,Sri Lanka,2026-07-15T19:33,0
A011459,U0823,Finance,System Administrator,EMAIL,1,11,1,0,167,1,Sri Lanka,2026-07-20T17:07,0
A011460,U0648,Information Technology,Support Agent,FILE-SHARE,0,8,0,0,82,1,Sri Lanka,2026-06-27T07:34,0
A011461,U0174,Legal,Developer,PAYMENTS,0,20,1,3,40,1,Sri Lanka,2026-08-16T01:22,0
A011462,U0805,Legal,Standard User,EMAIL,0,3,1,1,73,1,Sri Lanka,2026-08-08T09:44,0
A011463,U0377,Customer Support,Standard User,DEVOPS,0,22,1,1,149,1,Sri Lanka,2026-07-28T00:25,0
A011464,U0643,Finance,Standard User,CRM-CLOUD,0,8,2,1,60,1,India,2026-08-31T06:58,0
A011465,U0243,Finance,Developer,CRM-CLOUD,0,10,26,0,47,1,Sri Lanka,2026-07-25T22:46,1
A011466,U0849,Information Technology,Support Agent,CUSTOMER-PORTAL,0,1,2,2,126,2,United States,2026-07-22T11:26,0
A011467,U0485,Legal,Standard User,DEVOPS,0,14,1,1,230,1,India,2026-06-08T05:20,0
A011468,U0225,Procurement,Contractor,HRIS,0,10,2,1,41,1,Sri Lanka,2026-08-21T01:34,0
A011469,U0214,Finance,Support Agent,CUSTOMER-PORTAL,0,8,3,0,32,1,Sri Lanka,2026-06-28T01:52,0
A011470,U0051,Information Technology,Standard User,EMAIL,0,15,1,0,52,1,Sri Lanka,2026-07-05T05:06,0
A011471,U0389,Finance,Standard User,DATA-WAREHOUSE,0,15,0,1,54,1,India,2026-06-07T10:20,0
A011472,U0809,Finance,Developer,FILE-SHARE,0,6,1,1,45,3,Sri Lanka,2026-06-14T18:06,0
A011473,U0831,Human Resources,Finance Analyst,PAYMENTS,0,20,1,0,170,1,Sri Lanka,2026-07-14T05:11,0
A011474,U0865,Procurement,Standard User,CUSTOMER-PORTAL,0,9,2,2,130,1,Sri Lanka,2026-08-24T21:43,0
A011475,U0829,Customer Support,Contractor,HRIS,0,20,0,1,26,1,Sri Lanka,2026-08-30T10:45,0
A011476,U0002,Finance,HR Specialist,ERP-PROD,0,7,0,2,67,1,Sri Lanka,2026-08-07T07:44,0
A011477,U0515,Finance,Finance Analyst,ERP-PROD,0,14,1,0,216,2,United Kingdom,2026-06-16T10:56,0
A011478,U0156,Legal,Standard User,PAYMENTS,0,14,1,3,18,1,Sri Lanka,2026-08-05T12:31,0
A011479,U0105,Sales,System Administrator,CRM-CLOUD,1,1,0,2,201,1,India,2026-08-31T15:07,0
A011480,U0285,Customer Support,Developer,HRIS,0,13,0,1,134,1,Sri Lanka,2026-06-22T20:10,0
A011481,U0531,Procurement,Developer,ERP-PROD,0,10,1,2,1045,1,Sri Lanka,2026-08-28T18:35,0
A011482,U0092,Operations,Standard User,PAYMENTS,0,3,0,0,178,2,Sri Lanka,2026-07-09T09:52,0
A011483,U0427,Legal,Developer,FILE-SHARE,1,14,1,1,110,2,Singapore,2026-06-27T23:20,0
A011484,U0310,Operations,Database Administrator,FILE-SHARE,1,18,0,25,125,1,India,2026-08-02T20:25,1
A011485,U0652,Procurement,Contractor,PAYMENTS,0,6,0,1,145,1,Sri Lanka,2026-08-24T02:25,0
A011486,U0437,Information Technology,Standard User,PAYMENTS,0,11,0,1,80,1,Sri Lanka,2026-08-02T06:48,0
A011487,U0843,Sales,System Administrator,DATA-WAREHOUSE,1,16,5,0,243,1,Germany,2026-08-16T04:32,0
A011488,U0396,Legal,Developer,DATA-WAREHOUSE,0,1,0,0,33,1,Sri Lanka,2026-06-30T15:18,0
A011489,U0434,Legal,Standard User,EMAIL,0,23,1,1,76,1,Sri Lanka,2026-09-01T05:44,0
A011490,U0784,Procurement,Finance Analyst,ERP-PROD,0,8,1,0,136,1,India,2026-08-16T21:28,0
A011491,U0756,Customer Support,Support Agent,EMAIL,0,9,2,0,740,2,Sri Lanka,2026-07-18T12:29,0
A011492,U0398,Procurement,Developer,HRIS,0,1,0,1,30,3,Sri Lanka,2026-07-03T10:48,0
A011493,U0451,Customer Support,Standard User,DEVOPS,0,3,1,1,60,2,Sri Lanka,2026-06-28T06:21,0
A011494,U0843,Procurement,Finance Analyst,ERP-PROD,0,7,1,0,85,1,Sri Lanka,2026-07-02T17:21,0
A011495,U0856,Human Resources,Standard User,EMAIL,0,3,2,1,208,1,Singapore,2026-07-14T23:59,0
A011496,U0659,Human Resources,System Administrator,DEVOPS,1,14,1,1,53,1,Sri Lanka,2026-07-26T17:13,0
A011497,U0278,Human Resources,HR Specialist,EMAIL,0,5,2,1,38,1,Sri Lanka,2026-06-06T22:32,0
A011498,U0256,Procurement,Standard User,CRM-CLOUD,0,24,1,1,184,1,Singapore,2026-08-18T19:20,0
A011499,U0151,Sales,Standard User,ERP-PROD,0,14,1,1,135,1,Sri Lanka,2026-09-01T18:54,0
A011500,U0040,Operations,Standard User,DEVOPS,0,12,3,1,43,1,Sri Lanka,2026-06-30T03:05,0
A011501,U0833,Procurement,Standard User,CUSTOMER-PORTAL,0,17,1,0,22,1,Sri Lanka,2026-08-06T04:14,0
A011502,U0676,Operations,Standard User,ERP-PROD,0,3,0,1,92,1,Sri Lanka,2026-08-04T04:28,0
A011503,U0091,Human Resources,Support Agent,DEVOPS,0,10,1,0,136,1,Sri Lanka,2026-06-18T19:46,0
A011504,U0541,Sales,Standard User,DATA-WAREHOUSE,0,14,4,2,67,1,United States,2026-06-14T23:31,0
A011505,U0010,Sales,Standard User,DATA-WAREHOUSE,0,20,6,0,55,1,United States,2026-08-22T23:12,0
A011506,U0648,Information Technology,Standard User,DATA-WAREHOUSE,0,12,5,1,11865,1,Singapore,2026-06-24T22:20,1
A011507,U0616,Finance,Support Agent,DEVOPS,0,21,1,0,13,7,Sri Lanka,2026-08-01T03:10,1
A011508,U0479,Human Resources,Developer,ERP-PROD,0,16,2,0,171,1,Sri Lanka,2026-06-10T17:42,0
A011509,U0716,Human Resources,HR Specialist,CRM-CLOUD,0,14,1,1,227,1,India,2026-06-29T10:14,0
A011510,U0893,Operations,Database Administrator,ERP-PROD,1,1,0,0,928,1,Sri Lanka,2026-06-20T16:18,0
A011511,U0365,Sales,HR Specialist,EMAIL,0,1,0,1,251,1,United Kingdom,2026-08-14T09:12,0
A011512,U0649,Legal,Contractor,DEVOPS,0,18,1,0,42,1,Sri Lanka,2026-06-25T00:50,0
A011513,U0166,Procurement,Support Agent,FILE-SHARE,0,22,0,1,146,1,Sri Lanka,2026-06-07T20:17,0
A011514,U0318,Human Resources,Support Agent,ERP-PROD,0,13,1,1,72,1,India,2026-08-09T18:38,0
A011515,U0766,Legal,Standard User,FILE-SHARE,0,31,1,1,71,1,Sri Lanka,2026-08-15T01:39,0
A011516,U0200,Human Resources,Database Administrator,CUSTOMER-PORTAL,1,7,6,2,72,2,Sri Lanka,2026-06-23T18:43,0
A011517,U0285,Legal,Support Agent,HRIS,0,16,1,0,618,1,Sri Lanka,2026-08-19T15:25,0
A011518,U0492,Information Technology,Standard User,CUSTOMER-PORTAL,0,10,3,1,47,1,Sri Lanka,2026-07-26T13:25,0
A011519,U0630,Information Technology,Support Agent,CUSTOMER-PORTAL,0,8,3,0,279,2,Sri Lanka,2026-07-08T19:59,0
A011520,U0700,Operations,Support Agent,FILE-SHARE,0,28,1,0,120,1,Sri Lanka,2026-07-22T05:02,0
A011521,U0544,Procurement,Support Agent,DATA-WAREHOUSE,0,1,2,0,42,1,India,2026-08-20T20:20,0
A011522,U0498,Legal,Database Administrator,DEVOPS,1,20,1,1,33,1,Sri Lanka,2026-06-25T17:07,0
A011523,U0592,Operations,Developer,HRIS,1,11,1,1,200,1,Sri Lanka,2026-06-03T10:19,0
A011524,U0454,Sales,Finance Analyst,EMAIL,0,15,2,0,217,1,Sri Lanka,2026-07-22T07:55,0
A011525,U0366,Human Resources,Contractor,DATA-WAREHOUSE,0,1,2,1,291,1,Sri Lanka,2026-07-26T14:34,0
A011526,U0107,Operations,Standard User,EMAIL,0,12,1,0,227,1,Sri Lanka,2026-06-13T16:44,0
A011527,U0219,Information Technology,Standard User,EMAIL,0,18,0,0,118,1,India,2026-07-01T15:10,0
A011528,U0278,Procurement,Standard User,ERP-PROD,0,6,0,1,58,1,Sri Lanka,2026-07-15T07:35,0
A011529,U0794,Information Technology,Support Agent,CRM-CLOUD,0,14,2,0,100,1,Sri Lanka,2026-06-22T07:34,0
A011530,U0609,Operations,Support Agent,HRIS,0,9,3,0,34,1,Sri Lanka,2026-07-03T03:31,0
A011531,U0665,Customer Support,Finance Analyst,CUSTOMER-PORTAL,0,27,1,1,37,1,Sri Lanka,2026-08-20T09:27,0
A011532,U0063,Procurement,HR Specialist,DATA-WAREHOUSE,0,4,2,0,35,1,Sri Lanka,2026-08-14T10:44,0
A011533,U0403,Information Technology,System Administrator,ERP-PROD,1,3,1,1,125,1,Sri Lanka,2026-08-03T02:23,0
A011534,U0133,Customer Support,Standard User,CRM-CLOUD,0,18,0,1,30,1,United Kingdom,2026-08-28T20:30,0
A011535,U0111,Legal,Developer,CUSTOMER-PORTAL,0,9,0,1,36,1,Sri Lanka,2026-08-19T21:35,0
A011536,U0867,Procurement,Contractor,CRM-CLOUD,0,7,0,2,74,1,Sri Lanka,2026-06-03T20:47,0
A011537,U0002,Human Resources,Contractor,DATA-WAREHOUSE,0,15,2,0,43,2,United Kingdom,2026-06-28T07:17,0
A011538,U0201,Human Resources,Finance Analyst,CRM-CLOUD,0,9,1,0,296,1,Sri Lanka,2026-08-12T22:40,0
A011539,U0719,Customer Support,Standard User,ERP-PROD,0,19,0,0,336,1,United Kingdom,2026-07-07T11:59,0
A011540,U0863,Human Resources,Developer,CRM-CLOUD,0,9,1,1,493,1,Sri Lanka,2026-07-24T01:49,0
A011541,U0263,Procurement,Standard User,PAYMENTS,0,10,2,0,170,1,India,2026-08-22T14:58,0
A011542,U0594,Sales,Finance Analyst,ERP-PROD,0,1,2,0,194,2,Sri Lanka,2026-06-12T22:28,0
A011543,U0026,Finance,Standard User,ERP-PROD,0,17,0,0,22,2,Sri Lanka,2026-07-15T04:19,0
A011544,U0429,Sales,Support Agent,FILE-SHARE,0,12,1,0,19,1,Sri Lanka,2026-08-09T12:52,0
A011545,U0424,Customer Support,System Administrator,CRM-CLOUD,1,11,1,0,39,1,Sri Lanka,2026-08-03T08:19,0
A011546,U0166,Procurement,Standard User,PAYMENTS,0,13,2,2,209,1,Sri Lanka,2026-07-29T15:27,0
