control_id,control_name,control_domain,control_type,control_owner,test_frequency,automated_control,design_effectiveness,operating_effectiveness,sample_size,failed_samples,last_test_date,next_test_date,linked_risk_id,deficiency_severity,test_status
C1065,Business Continuity Control 1065,Business Continuity,Preventive,S. Jayasinghe,Monthly,0,Effective,Needs Improvement,10,1,2025-03-10,2025-04-09,R00114,Medium,Overdue
C1066,Vulnerability Management Control 1066,Vulnerability Management,Preventive,R. Gunawardena,Continuous,1,Effective,Effective,20,0,2026-01-15,2026-02-14,R03542,None,Overdue
C1067,Change Management Control 1067,Change Management,Detective,K. Fernando,Annual,0,Ineffective,Effective,40,0,2025-05-29,2026-05-29,R02551,None,Overdue
C1068,Vulnerability Management Control 1068,Vulnerability Management,Preventive,T. Karunaratne,Annual,0,Needs Improvement,Effective,20,0,2026-08-01,2027-08-01,R04249,None,Scheduled
C1069,Change Management Control 1069,Change Management,Detective,R. Gunawardena,Annual,0,Effective,Needs Improvement,30,5,2026-04-24,2027-04-24,R01292,Low,Scheduled
C1070,Change Management Control 1070,Change Management,Preventive,K. Fernando,Monthly,1,Effective,Effective,25,0,2025-05-15,2025-06-14,R01262,None,Overdue
C1071,Data Protection Control 1071,Data Protection,Detective,T. Karunaratne,Annual,1,Effective,Ineffective,15,1,2025-06-27,2026-06-27,R01304,Medium,Overdue
C1072,Access Control Control 1072,Access Control,Detective,N. Silva,Quarterly,0,Needs Improvement,Effective,20,0,2025-10-02,2025-12-31,R03819,None,Overdue
C1073,Third-Party Risk Control 1073,Third-Party Risk,Detective,N. Silva,Semi-Annual,0,Effective,Effective,10,0,2026-04-29,2026-10-26,R04259,None,Scheduled
C1074,Data Protection Control 1074,Data Protection,Detective,R. Gunawardena,Semi-Annual,0,Needs Improvement,Effective,15,0,2025-06-28,2025-12-25,R03418,None,Overdue
C1075,Vulnerability Management Control 1075,Vulnerability Management,Preventive,N. Silva,Monthly,1,Effective,Effective,15,0,2025-10-27,2025-11-26,R00815,None,Overdue
C1076,Incident Response Control 1076,Incident Response,Detective,T. Karunaratne,Monthly,0,Effective,Needs Improvement,40,4,2026-06-15,2026-07-15,R02708,High,Overdue
C1077,Incident Response Control 1077,Incident Response,Preventive,K. Fernando,Semi-Annual,0,Effective,Effective,15,0,2026-07-26,2027-01-22,R04523,None,Scheduled
C1078,Third-Party Risk Control 1078,Third-Party Risk,Preventive,R. Gunawardena,Continuous,0,Effective,Needs Improvement,10,4,2025-06-27,2025-07-27,R02858,Low,Overdue
C1079,Vulnerability Management Control 1079,Vulnerability Management,Preventive,N. Silva,Monthly,0,Needs Improvement,Effective,30,0,2026-08-22,2026-09-21,R00930,None,Scheduled
C1080,Security Awareness Control 1080,Security Awareness,Detective,N. Silva,Semi-Annual,0,Needs Improvement,Effective,40,0,2025-08-15,2026-02-11,R02524,None,Overdue
C1081,Third-Party Risk Control 1081,Third-Party Risk,Preventive,N. Silva,Monthly,1,Effective,Effective,25,0,2025-04-15,2025-05-15,R02326,None,Overdue
C1082,Third-Party Risk Control 1082,Third-Party Risk,Preventive,S. Jayasinghe,Quarterly,0,Needs Improvement,Effective,15,0,2026-03-26,2026-06-24,R03127,None,Overdue
C1083,Change Management Control 1083,Change Management,Detective,T. Karunaratne,Annual,0,Effective,Needs Improvement,15,5,2025-10-26,2026-10-26,R03739,Low,Scheduled
C1084,Business Continuity Control 1084,Business Continuity,Detective,N. Silva,Monthly,0,Effective,Effective,20,0,2025-07-17,2025-08-16,R04819,None,Overdue
C1085,Vulnerability Management Control 1085,Vulnerability Management,Preventive,S. Jayasinghe,Quarterly,1,Needs Improvement,Ineffective,20,7,2026-01-22,2026-04-22,R01328,Low,Overdue
C1086,Vulnerability Management Control 1086,Vulnerability Management,Preventive,S. Jayasinghe,Annual,0,Needs Improvement,Not Tested,20,3,2026-02-09,2027-02-09,R04439,Medium,Scheduled
C1087,Incident Response Control 1087,Incident Response,Detective,K. Fernando,Continuous,0,Needs Improvement,Not Tested,25,4,2026-05-17,2026-06-16,R00235,Low,Overdue
C1088,Data Protection Control 1088,Data Protection,Corrective,N. Silva,Quarterly,0,Needs Improvement,Effective,30,0,2025-10-16,2026-01-14,R02629,None,Overdue
C1089,Access Control Control 1089,Access Control,Preventive,K. Fernando,Annual,0,Effective,Ineffective,30,8,2026-07-10,2027-07-10,R02940,Critical,Scheduled
C1090,Access Control Control 1090,Access Control,Preventive,K. Fernando,Annual,1,Ineffective,Effective,25,0,2025-06-28,2026-06-28,R03220,None,Overdue
C1091,Vulnerability Management Control 1091,Vulnerability Management,Preventive,D. Senanayake,Annual,0,Needs Improvement,Effective,15,0,2025-12-15,2026-12-15,R01329,None,Scheduled
C1092,Access Control Control 1092,Access Control,Detective,M. Wijesinghe,Quarterly,0,Needs Improvement,Effective,30,0,2025-10-19,2026-01-17,R02134,None,Overdue
C1093,Access Control Control 1093,Access Control,Preventive,A. Perera,Quarterly,0,Needs Improvement,Needs Improvement,15,7,2026-06-12,2026-09-10,R03264,Low,Scheduled
C1094,Vulnerability Management Control 1094,Vulnerability Management,Preventive,S. Jayasinghe,Monthly,1,Effective,Effective,10,0,2026-03-28,2026-04-27,R04978,None,Overdue
C1095,Vulnerability Management Control 1095,Vulnerability Management,Preventive,R. Gunawardena,Annual,1,Effective,Effective,10,0,2026-01-02,2027-01-02,R02305,None,Scheduled
C1096,Change Management Control 1096,Change Management,Preventive,A. Perera,Monthly,0,Effective,Effective,10,0,2026-02-03,2026-03-05,R02463,None,Overdue
C1097,Access Control Control 1097,Access Control,Preventive,K. Fernando,Semi-Annual,1,Ineffective,Effective,30,0,2026-01-21,2026-07-20,R04501,None,Overdue
C1098,Third-Party Risk Control 1098,Third-Party Risk,Preventive,R. Gunawardena,Monthly,1,Effective,Effective,40,0,2026-03-24,2026-04-23,R00963,None,Overdue
C1099,Incident Response Control 1099,Incident Response,Preventive,M. Wijesinghe,Monthly,0,Effective,Effective,25,0,2025-11-19,2025-12-19,R04521,None,Overdue
C1100,Incident Response Control 1100,Incident Response,Preventive,K. Fernando,Monthly,1,Effective,Effective,10,0,2026-06-09,2026-07-09,R03080,None,Overdue
C1101,Business Continuity Control 1101,Business Continuity,Corrective,M. Wijesinghe,Quarterly,0,Effective,Effective,10,0,2025-03-29,2025-06-27,R04969,None,Overdue
C1102,Security Awareness Control 1102,Security Awareness,Preventive,R. Gunawardena,Quarterly,0,Effective,Effective,15,0,2025-04-30,2025-07-29,R02013,None,Overdue
C1103,Vulnerability Management Control 1103,Vulnerability Management,Preventive,N. Silva,Quarterly,0,Needs Improvement,Effective,30,0,2026-03-05,2026-06-03,R02785,None,Overdue
C1104,Third-Party Risk Control 1104,Third-Party Risk,Detective,M. Wijesinghe,Semi-Annual,1,Effective,Effective,5,0,2026-08-24,2027-02-20,R04516,None,Scheduled
C1105,Data Protection Control 1105,Data Protection,Detective,N. Silva,Monthly,0,Effective,Effective,10,0,2025-06-27,2025-07-27,R04537,None,Overdue
C1106,Incident Response Control 1106,Incident Response,Detective,M. Wijesinghe,Quarterly,1,Effective,Needs Improvement,30,9,2025-10-10,2026-01-08,R01915,Medium,Overdue
C1107,Business Continuity Control 1107,Business Continuity,Corrective,S. Jayasinghe,Continuous,0,Needs Improvement,Effective,5,0,2025-11-12,2025-12-12,R02243,None,Overdue
C1108,Vulnerability Management Control 1108,Vulnerability Management,Preventive,M. Wijesinghe,Continuous,0,Effective,Needs Improvement,20,7,2025-07-29,2025-08-28,R02919,Low,Overdue
C1109,Security Awareness Control 1109,Security Awareness,Detective,A. Perera,Quarterly,1,Effective,Effective,30,0,2025-11-30,2026-02-28,R00428,None,Overdue
C1110,Data Protection Control 1110,Data Protection,Preventive,R. Gunawardena,Quarterly,0,Effective,Effective,40,0,2026-05-21,2026-08-19,R04515,None,Overdue
C1111,Data Protection Control 1111,Data Protection,Detective,N. Silva,Quarterly,0,Needs Improvement,Effective,20,0,2025-12-31,2026-03-31,R03430,None,Overdue
C1112,Security Awareness Control 1112,Security Awareness,Preventive,M. Wijesinghe,Quarterly,0,Needs Improvement,Effective,5,0,2026-07-19,2026-10-17,R02283,None,Scheduled
C1113,Third-Party Risk Control 1113,Third-Party Risk,Corrective,T. Karunaratne,Continuous,0,Ineffective,Effective,15,0,2025-12-06,2026-01-05,R02633,None,Overdue
C1114,Vulnerability Management Control 1114,Vulnerability Management,Detective,K. Fernando,Continuous,1,Effective,Effective,10,0,2025-05-07,2025-06-06,R00226,None,Overdue
C1115,Vulnerability Management Control 1115,Vulnerability Management,Detective,K. Fernando,Quarterly,1,Effective,Ineffective,15,2,2025-12-07,2026-03-07,R02795,Medium,Overdue
C1116,Security Awareness Control 1116,Security Awareness,Corrective,S. Jayasinghe,Continuous,0,Needs Improvement,Effective,40,0,2026-08-18,2026-09-17,R01400,None,Scheduled
C1117,Third-Party Risk Control 1117,Third-Party Risk,Detective,M. Wijesinghe,Quarterly,1,Effective,Needs Improvement,40,14,2026-05-24,2026-08-22,R00796,Low,Overdue
C1118,Access Control Control 1118,Access Control,Preventive,M. Wijesinghe,Quarterly,1,Effective,Ineffective,25,3,2025-11-30,2026-02-28,R01669,High,Overdue
C1119,Third-Party Risk Control 1119,Third-Party Risk,Preventive,T. Karunaratne,Continuous,0,Effective,Needs Improvement,10,1,2025-12-17,2026-01-16,R04354,Low,Overdue
C1120,Change Management Control 1120,Change Management,Detective,T. Karunaratne,Monthly,0,Effective,Needs Improvement,15,5,2026-05-25,2026-06-24,R00468,High,Overdue
C1121,Incident Response Control 1121,Incident Response,Detective,K. Fernando,Monthly,1,Needs Improvement,Effective,25,0,2025-10-11,2025-11-10,R00318,None,Overdue
C1122,Third-Party Risk Control 1122,Third-Party Risk,Detective,M. Wijesinghe,Quarterly,0,Effective,Ineffective,30,7,2026-07-30,2026-10-28,R02819,Low,Scheduled
C1123,Incident Response Control 1123,Incident Response,Preventive,D. Senanayake,Monthly,1,Effective,Effective,20,0,2026-05-16,2026-06-15,R02058,None,Overdue
C1124,Access Control Control 1124,Access Control,Preventive,D. Senanayake,Annual,0,Effective,Effective,10,0,2025-04-21,2026-04-21,R01579,None,Overdue
C1125,Security Awareness Control 1125,Security Awareness,Corrective,R. Gunawardena,Continuous,0,Effective,Ineffective,5,2,2025-05-23,2025-06-22,R04424,Medium,Overdue
C1126,Vulnerability Management Control 1126,Vulnerability Management,Preventive,D. Senanayake,Monthly,1,Ineffective,Effective,10,0,2025-12-05,2026-01-04,R01000,None,Overdue
C1127,Vulnerability Management Control 1127,Vulnerability Management,Detective,M. Wijesinghe,Quarterly,0,Effective,Effective,15,0,2026-03-23,2026-06-21,R00502,None,Overdue
C1128,Business Continuity Control 1128,Business Continuity,Preventive,T. Karunaratne,Quarterly,1,Effective,Needs Improvement,20,9,2025-11-20,2026-02-18,R03520,Low,Overdue
C1129,Vulnerability Management Control 1129,Vulnerability Management,Preventive,R. Gunawardena,Semi-Annual,0,Effective,Effective,40,0,2025-05-28,2025-11-24,R02609,None,Overdue
C1130,Third-Party Risk Control 1130,Third-Party Risk,Preventive,N. Silva,Quarterly,0,Ineffective,Not Tested,20,1,2026-07-17,2026-10-15,R04911,Low,Scheduled
C1131,Data Protection Control 1131,Data Protection,Detective,M. Wijesinghe,Continuous,1,Effective,Effective,30,0,2025-11-25,2025-12-25,R00731,None,Overdue
C1132,Security Awareness Control 1132,Security Awareness,Corrective,T. Karunaratne,Quarterly,0,Effective,Effective,20,0,2025-09-10,2025-12-09,R02692,None,Overdue
C1133,Business Continuity Control 1133,Business Continuity,Detective,R. Gunawardena,Quarterly,0,Effective,Effective,30,0,2026-06-27,2026-09-25,R03865,None,Scheduled
C1134,Change Management Control 1134,Change Management,Preventive,D. Senanayake,Continuous,1,Effective,Not Tested,10,3,2026-08-02,2026-09-01,R00663,Critical,Scheduled
C1135,Access Control Control 1135,Access Control,Corrective,S. Jayasinghe,Semi-Annual,1,Needs Improvement,Effective,20,0,2026-02-07,2026-08-06,R03528,None,Overdue
C1136,Third-Party Risk Control 1136,Third-Party Risk,Preventive,A. Perera,Semi-Annual,1,Ineffective,Needs Improvement,5,2,2025-05-07,2025-11-03,R02891,Low,Overdue
C1137,Access Control Control 1137,Access Control,Preventive,K. Fernando,Quarterly,1,Effective,Effective,20,0,2026-08-21,2026-11-19,R04796,None,Scheduled
C1138,Data Protection Control 1138,Data Protection,Preventive,R. Gunawardena,Monthly,1,Effective,Effective,20,0,2025-04-19,2025-05-19,R01720,None,Overdue
C1139,Vulnerability Management Control 1139,Vulnerability Management,Preventive,N. Silva,Quarterly,0,Effective,Needs Improvement,10,3,2025-07-29,2025-10-27,R01825,Medium,Overdue
C1140,Third-Party Risk Control 1140,Third-Party Risk,Preventive,M. Wijesinghe,Quarterly,1,Effective,Not Tested,30,8,2026-04-24,2026-07-23,R04602,High,Overdue
C1141,Access Control Control 1141,Access Control,Corrective,M. Wijesinghe,Quarterly,1,Needs Improvement,Needs Improvement,25,2,2026-07-28,2026-10-26,R04551,Low,Scheduled
C1142,Security Awareness Control 1142,Security Awareness,Detective,D. Senanayake,Annual,0,Needs Improvement,Ineffective,5,2,2026-06-26,2027-06-26,R03997,High,Scheduled
C1143,Access Control Control 1143,Access Control,Detective,D. Senanayake,Quarterly,1,Effective,Not Tested,30,2,2026-08-28,2026-11-26,R02117,Low,Scheduled
C1144,Third-Party Risk Control 1144,Third-Party Risk,Detective,T. Karunaratne,Annual,0,Effective,Effective,5,0,2025-06-14,2026-06-14,R03254,None,Overdue
C1145,Business Continuity Control 1145,Business Continuity,Preventive,D. Senanayake,Annual,0,Effective,Needs Improvement,10,2,2026-05-30,2027-05-30,R00803,High,Scheduled
C1146,Security Awareness Control 1146,Security Awareness,Preventive,M. Wijesinghe,Annual,1,Effective,Not Tested,15,4,2025-04-30,2026-04-30,R03657,High,Overdue
C1147,Security Awareness Control 1147,Security Awareness,Detective,A. Perera,Monthly,0,Ineffective,Effective,20,0,2025-05-11,2025-06-10,R00774,None,Overdue
C1148,Third-Party Risk Control 1148,Third-Party Risk,Preventive,A. Perera,Annual,0,Effective,Needs Improvement,40,10,2025-09-24,2026-09-24,R03274,Medium,Scheduled
C1149,Data Protection Control 1149,Data Protection,Detective,R. Gunawardena,Monthly,0,Effective,Effective,10,0,2026-03-19,2026-04-18,R03286,None,Overdue
C1150,Third-Party Risk Control 1150,Third-Party Risk,Corrective,T. Karunaratne,Quarterly,1,Needs Improvement,Effective,40,0,2025-03-25,2025-06-23,R02993,None,Overdue
C1151,Change Management Control 1151,Change Management,Preventive,D. Senanayake,Annual,0,Effective,Needs Improvement,15,2,2025-07-16,2026-07-16,R04238,Low,Overdue
C1152,Business Continuity Control 1152,Business Continuity,Preventive,R. Gunawardena,Monthly,1,Effective,Needs Improvement,40,9,2025-04-11,2025-05-11,R02166,Medium,Overdue
C1153,Third-Party Risk Control 1153,Third-Party Risk,Preventive,N. Silva,Quarterly,0,Effective,Effective,15,0,2026-06-20,2026-09-18,R04225,None,Scheduled
C1154,Business Continuity Control 1154,Business Continuity,Detective,R. Gunawardena,Annual,0,Effective,Effective,30,0,2026-08-01,2027-08-01,R02069,None,Scheduled
C1155,Security Awareness Control 1155,Security Awareness,Detective,R. Gunawardena,Continuous,0,Effective,Needs Improvement,15,3,2025-11-20,2025-12-20,R00254,Medium,Overdue
C1156,Third-Party Risk Control 1156,Third-Party Risk,Preventive,D. Senanayake,Semi-Annual,0,Effective,Effective,5,0,2025-06-20,2025-12-17,R01507,None,Overdue
C1157,Data Protection Control 1157,Data Protection,Detective,N. Silva,Monthly,1,Effective,Effective,15,0,2025-04-30,2025-05-30,R02489,None,Overdue
C1158,Third-Party Risk Control 1158,Third-Party Risk,Detective,S. Jayasinghe,Monthly,0,Effective,Ineffective,25,3,2026-01-30,2026-03-01,R00963,Critical,Overdue
C1159,Access Control Control 1159,Access Control,Detective,D. Senanayake,Quarterly,0,Effective,Effective,10,0,2025-08-13,2025-11-11,R04224,None,Overdue
C1160,Third-Party Risk Control 1160,Third-Party Risk,Corrective,A. Perera,Quarterly,0,Effective,Effective,30,0,2025-12-26,2026-03-26,R01317,None,Overdue
C1161,Change Management Control 1161,Change Management,Preventive,K. Fernando,Quarterly,0,Effective,Effective,20,0,2025-09-24,2025-12-23,R00267,None,Overdue
C1162,Third-Party Risk Control 1162,Third-Party Risk,Preventive,R. Gunawardena,Monthly,0,Effective,Effective,25,0,2026-08-11,2026-09-10,R02154,None,Scheduled
C1163,Access Control Control 1163,Access Control,Detective,R. Gunawardena,Annual,0,Effective,Needs Improvement,10,2,2025-06-11,2026-06-11,R04446,Medium,Overdue
C1164,Change Management Control 1164,Change Management,Corrective,M. Wijesinghe,Annual,0,Effective,Needs Improvement,10,4,2026-06-23,2027-06-23,R01139,High,Scheduled
C1165,Change Management Control 1165,Change Management,Detective,T. Karunaratne,Annual,1,Needs Improvement,Effective,10,0,2026-07-23,2027-07-23,R00214,None,Scheduled
C1166,Access Control Control 1166,Access Control,Corrective,K. Fernando,Continuous,0,Effective,Not Tested,10,3,2025-05-20,2025-06-19,R00016,Low,Overdue
C1167,Data Protection Control 1167,Data Protection,Detective,K. Fernando,Continuous,0,Effective,Effective,30,0,2026-05-17,2026-06-16,R01467,None,Overdue
C1168,Change Management Control 1168,Change Management,Corrective,K. Fernando,Monthly,0,Effective,Effective,10,0,2025-12-10,2026-01-09,R01893,None,Overdue
C1169,Third-Party Risk Control 1169,Third-Party Risk,Preventive,K. Fernando,Continuous,0,Effective,Effective,5,0,2025-11-18,2025-12-18,R01905,None,Overdue
C1170,Change Management Control 1170,Change Management,Detective,S. Jayasinghe,Monthly,1,Effective,Effective,15,0,2025-09-05,2025-10-05,R01024,None,Overdue
C1171,Change Management Control 1171,Change Management,Preventive,K. Fernando,Semi-Annual,0,Needs Improvement,Needs Improvement,5,1,2025-06-05,2025-12-02,R04175,Low,Overdue
C1172,Business Continuity Control 1172,Business Continuity,Detective,R. Gunawardena,Quarterly,1,Effective,Effective,25,0,2025-10-05,2026-01-03,R03146,None,Overdue
C1173,Security Awareness Control 1173,Security Awareness,Preventive,M. Wijesinghe,Quarterly,1,Effective,Effective,40,0,2026-03-02,2026-05-31,R01831,None,Overdue
C1174,Access Control Control 1174,Access Control,Detective,S. Jayasinghe,Monthly,1,Effective,Effective,10,0,2025-05-16,2025-06-15,R00810,None,Overdue
C1175,Security Awareness Control 1175,Security Awareness,Preventive,S. Jayasinghe,Semi-Annual,0,Effective,Effective,15,0,2025-08-06,2026-02-02,R04198,None,Overdue
C1176,Third-Party Risk Control 1176,Third-Party Risk,Preventive,S. Jayasinghe,Quarterly,0,Effective,Effective,30,0,2025-11-22,2026-02-20,R03305,None,Overdue
C1177,Data Protection Control 1177,Data Protection,Preventive,T. Karunaratne,Semi-Annual,1,Needs Improvement,Needs Improvement,40,4,2026-05-13,2026-11-09,R02087,Low,Scheduled
C1178,Incident Response Control 1178,Incident Response,Preventive,M. Wijesinghe,Semi-Annual,0,Effective,Effective,20,0,2025-03-27,2025-09-23,R03624,None,Overdue
C1179,Business Continuity Control 1179,Business Continuity,Preventive,A. Perera,Annual,0,Effective,Needs Improvement,15,4,2026-08-20,2027-08-20,R00233,High,Scheduled
C1180,Data Protection Control 1180,Data Protection,Preventive,D. Senanayake,Quarterly,1,Effective,Effective,20,0,2025-11-28,2026-02-26,R04387,None,Overdue
C1181,Security Awareness Control 1181,Security Awareness,Detective,A. Perera,Annual,1,Effective,Effective,10,0,2025-03-16,2026-03-16,R02521,None,Overdue
C1182,Access Control Control 1182,Access Control,Preventive,T. Karunaratne,Annual,0,Effective,Effective,10,0,2026-02-26,2027-02-26,R01822,None,Scheduled
C1183,Incident Response Control 1183,Incident Response,Detective,S. Jayasinghe,Quarterly,1,Needs Improvement,Effective,5,0,2025-12-31,2026-03-31,R04307,None,Overdue
C1184,Third-Party Risk Control 1184,Third-Party Risk,Preventive,S. Jayasinghe,Monthly,1,Ineffective,Effective,20,0,2026-02-27,2026-03-29,R01196,None,Overdue
C1185,Vulnerability Management Control 1185,Vulnerability Management,Corrective,K. Fernando,Annual,0,Effective,Effective,40,0,2026-07-19,2027-07-19,R02226,None,Scheduled
C1186,Security Awareness Control 1186,Security Awareness,Preventive,K. Fernando,Quarterly,0,Effective,Effective,5,0,2025-08-11,2025-11-09,R04596,None,Overdue
C1187,Third-Party Risk Control 1187,Third-Party Risk,Detective,M. Wijesinghe,Semi-Annual,0,Effective,Effective,25,0,2026-03-13,2026-09-09,R02880,None,Scheduled
C1188,Access Control Control 1188,Access Control,Preventive,D. Senanayake,Monthly,1,Needs Improvement,Effective,15,0,2026-02-27,2026-03-29,R00587,None,Overdue
C1189,Data Protection Control 1189,Data Protection,Preventive,R. Gunawardena,Semi-Annual,0,Effective,Needs Improvement,30,13,2026-06-27,2026-12-24,R00430,Medium,Scheduled
C1190,Vulnerability Management Control 1190,Vulnerability Management,Preventive,T. Karunaratne,Quarterly,0,Needs Improvement,Effective,25,0,2026-04-03,2026-07-02,R03447,None,Overdue
C1191,Change Management Control 1191,Change Management,Detective,S. Jayasinghe,Monthly,1,Effective,Needs Improvement,15,3,2025-11-20,2025-12-20,R00313,Low,Overdue
C1192,Access Control Control 1192,Access Control,Detective,M. Wijesinghe,Quarterly,0,Effective,Effective,15,0,2026-05-28,2026-08-26,R04839,None,Overdue
C1193,Vulnerability Management Control 1193,Vulnerability Management,Detective,K. Fernando,Monthly,1,Effective,Effective,20,0,2026-01-22,2026-02-21,R02741,None,Overdue
C1194,Change Management Control 1194,Change Management,Preventive,A. Perera,Monthly,0,Needs Improvement,Needs Improvement,10,4,2025-06-28,2025-07-28,R01889,Low,Overdue
C1195,Data Protection Control 1195,Data Protection,Detective,R. Gunawardena,Monthly,1,Effective,Effective,20,0,2025-08-31,2025-09-30,R04981,None,Overdue
C1196,Access Control Control 1196,Access Control,Corrective,M. Wijesinghe,Annual,1,Needs Improvement,Effective,20,0,2026-03-17,2027-03-17,R00194,None,Scheduled
C1197,Data Protection Control 1197,Data Protection,Preventive,N. Silva,Quarterly,0,Needs Improvement,Not Tested,20,6,2025-08-06,2025-11-04,R04145,Low,Overdue
C1198,Change Management Control 1198,Change Management,Corrective,K. Fernando,Annual,0,Effective,Effective,5,0,2026-03-26,2027-03-26,R00332,None,Scheduled
C1199,Incident Response Control 1199,Incident Response,Detective,R. Gunawardena,Quarterly,0,Effective,Effective,20,0,2025-03-13,2025-06-11,R01954,None,Overdue
C1200,Data Protection Control 1200,Data Protection,Preventive,N. Silva,Semi-Annual,0,Needs Improvement,Effective,10,0,2025-12-07,2026-06-05,R02121,None,Overdue
C1201,Change Management Control 1201,Change Management,Corrective,S. Jayasinghe,Annual,1,Needs Improvement,Effective,30,0,2026-05-02,2027-05-02,R03328,None,Scheduled
C1202,Access Control Control 1202,Access Control,Detective,D. Senanayake,Monthly,0,Effective,Effective,25,0,2025-06-13,2025-07-13,R01916,None,Overdue
C1203,Change Management Control 1203,Change Management,Preventive,S. Jayasinghe,Continuous,1,Effective,Effective,40,0,2025-08-29,2025-09-28,R04297,None,Overdue
C1204,Security Awareness Control 1204,Security Awareness,Preventive,A. Perera,Continuous,0,Ineffective,Effective,20,0,2026-06-01,2026-07-01,R02565,None,Overdue
C1205,Vulnerability Management Control 1205,Vulnerability Management,Detective,T. Karunaratne,Semi-Annual,0,Effective,Effective,5,0,2026-03-04,2026-08-31,R04059,None,Overdue
C1206,Third-Party Risk Control 1206,Third-Party Risk,Detective,A. Perera,Quarterly,1,Effective,Effective,15,0,2026-02-12,2026-05-13,R00846,None,Overdue
C1207,Vulnerability Management Control 1207,Vulnerability Management,Detective,S. Jayasinghe,Quarterly,1,Needs Improvement,Needs Improvement,10,2,2025-04-17,2025-07-16,R04898,High,Overdue
C1208,Third-Party Risk Control 1208,Third-Party Risk,Preventive,T. Karunaratne,Annual,1,Effective,Effective,10,0,2025-05-19,2026-05-19,R00229,None,Overdue
C1209,Security Awareness Control 1209,Security Awareness,Corrective,R. Gunawardena,Quarterly,1,Needs Improvement,Effective,30,0,2025-10-23,2026-01-21,R02136,None,Overdue
C1210,Incident Response Control 1210,Incident Response,Detective,R. Gunawardena,Continuous,1,Effective,Not Tested,20,6,2025-07-27,2025-08-26,R02416,Medium,Overdue
C1211,Data Protection Control 1211,Data Protection,Corrective,M. Wijesinghe,Continuous,1,Effective,Effective,25,0,2026-03-11,2026-04-10,R02182,None,Overdue
C1212,Security Awareness Control 1212,Security Awareness,Detective,N. Silva,Semi-Annual,1,Effective,Effective,5,0,2025-12-12,2026-06-10,R01582,None,Overdue
C1213,Change Management Control 1213,Change Management,Detective,K. Fernando,Monthly,0,Effective,Effective,5,0,2025-03-18,2025-04-17,R03217,None,Overdue
C1214,Access Control Control 1214,Access Control,Preventive,A. Perera,Annual,1,Needs Improvement,Effective,5,0,2025-03-22,2026-03-22,R03874,None,Overdue
C1215,Vulnerability Management Control 1215,Vulnerability Management,Detective,A. Perera,Monthly,0,Effective,Effective,25,0,2025-07-09,2025-08-08,R02799,None,Overdue
C1216,Access Control Control 1216,Access Control,Preventive,S. Jayasinghe,Quarterly,1,Effective,Effective,25,0,2026-03-26,2026-06-24,R02497,None,Overdue
C1217,Security Awareness Control 1217,Security Awareness,Preventive,N. Silva,Quarterly,1,Effective,Effective,15,0,2025-07-13,2025-10-11,R00106,None,Overdue
C1218,Vulnerability Management Control 1218,Vulnerability Management,Preventive,T. Karunaratne,Semi-Annual,0,Effective,Effective,5,0,2025-05-13,2025-11-09,R00949,None,Overdue
C1219,Security Awareness Control 1219,Security Awareness,Preventive,M. Wijesinghe,Monthly,1,Effective,Not Tested,10,1,2025-12-14,2026-01-13,R02916,High,Overdue
C1220,Business Continuity Control 1220,Business Continuity,Detective,S. Jayasinghe,Continuous,0,Effective,Needs Improvement,25,10,2025-11-16,2025-12-16,R03107,Medium,Overdue
C1221,Incident Response Control 1221,Incident Response,Detective,S. Jayasinghe,Quarterly,0,Effective,Ineffective,30,11,2025-07-11,2025-10-09,R03468,High,Overdue
C1222,Vulnerability Management Control 1222,Vulnerability Management,Preventive,S. Jayasinghe,Continuous,1,Effective,Effective,40,0,2025-12-17,2026-01-16,R04065,None,Overdue
C1223,Access Control Control 1223,Access Control,Corrective,D. Senanayake,Continuous,1,Effective,Not Tested,15,6,2026-01-10,2026-02-09,R01944,High,Overdue
C1224,Data Protection Control 1224,Data Protection,Corrective,R. Gunawardena,Quarterly,0,Effective,Effective,25,0,2026-04-24,2026-07-23,R00527,None,Overdue
C1225,Incident Response Control 1225,Incident Response,Preventive,A. Perera,Continuous,0,Effective,Effective,10,0,2025-12-22,2026-01-21,R04390,None,Overdue
C1226,Incident Response Control 1226,Incident Response,Preventive,A. Perera,Quarterly,1,Effective,Effective,30,0,2025-04-16,2025-07-15,R02435,None,Overdue
C1227,Data Protection Control 1227,Data Protection,Detective,N. Silva,Monthly,1,Effective,Needs Improvement,15,5,2025-04-28,2025-05-28,R00008,High,Overdue
C1228,Access Control Control 1228,Access Control,Detective,N. Silva,Quarterly,1,Effective,Effective,15,0,2025-08-10,2025-11-08,R00209,None,Overdue
C1229,Change Management Control 1229,Change Management,Detective,A. Perera,Annual,0,Effective,Needs Improvement,20,5,2025-09-11,2026-09-11,R01740,Low,Scheduled
C1230,Security Awareness Control 1230,Security Awareness,Preventive,S. Jayasinghe,Annual,0,Ineffective,Needs Improvement,40,17,2025-06-26,2026-06-26,R03685,Low,Overdue
C1231,Vulnerability Management Control 1231,Vulnerability Management,Detective,D. Senanayake,Monthly,0,Effective,Effective,15,0,2026-03-23,2026-04-22,R01324,None,Overdue
C1232,Incident Response Control 1232,Incident Response,Detective,D. Senanayake,Annual,1,Needs Improvement,Not Tested,25,1,2025-08-11,2026-08-11,R01281,Medium,Overdue
